id,shop_id,author,text,rating,date,source,created_at
103,28,"Trà Ngọc
2 bài đánh giá






2 tháng trước
Vài năm trước mua nhân viên nhiệt tình nha, mới đi mua nhân viên ko biết tư vấn , với lại t mua chỉ vàng mà nó đưa vàng ko đưa giấy , t hỏi nó mới ghi giấy cho t riết rồi quán làm ăn nhân viên chán.

Thích

Chia sẻ","Vài năm trước mua nhân viên nhiệt tình nha, mới đi mua nhân viên ko biết tư vấn , với lại t mua chỉ vàng mà nó đưa vàng ko đưa giấy , t hỏi nó mới ghi giấy cho t riết rồi quán làm ăn nhân viên chán.",1.0,2 tháng trước,google_maps,2026-03-14 08:35:15
104,28,"Phương Thảo
Local Guide · 53 bài đánh giá · 19 ảnh






11 tháng trước
Nhân viên thái độ gắt gỏng, cách nói chuyện coi thường khách hàng. Nhại giọng địa phương trêu khích khách. Disrespectful staff, bad attitude, bad product packaging.

Thích

Chia sẻ","Nhân viên thái độ gắt gỏng, cách nói chuyện coi thường khách hàng. Nhại giọng địa phương trêu khích khách. Disrespectful staff, bad attitude, bad product packaging.",1.0,11 tháng trước,google_maps,2026-03-14 08:35:15
105,29,"Trinh Tú
1 bài đánh giá






một tuần trước
MỚI
Ông chú già bán hàng thái độ quá. Mua 5p 99 mà xin viết tờ giấy cx k viết.

Thích

Chia sẻ",Ông chú già bán hàng thái độ quá. Mua 5p 99 mà xin viết tờ giấy cx k viết.,1.0,một tuần trước,google_maps,2026-03-14 08:35:20
106,29,"Trinh Tú
1 bài đánh giá






một tuần trước
MỚI
Ông chú già bán hàng thái độ quá. Mua 5p 99 mà xin viết tờ giấy cx k viết.

Thích

Chia sẻ",Ông chú già bán hàng thái độ quá. Mua 5p 99 mà xin viết tờ giấy cx k viết.,1.0,một tuần trước,google_maps,2026-03-14 08:35:20
107,29,"Huyền thanh Võ trần
2 bài đánh giá · 1 ảnh






8 tháng trước
Nhiều mẫu mã đẹp. Anh chủ tư vấn nhiệt tình, chắc chắn sẽ ghé lại tiệm nhiều lần nữa

1

Chia sẻ","Nhiều mẫu mã đẹp. Anh chủ tư vấn nhiệt tình, chắc chắn sẽ ghé lại tiệm nhiều lần nữa",5.0,8 tháng trước,google_maps,2026-03-14 08:35:20
108,29,"Huyền thanh Võ trần
2 bài đánh giá · 1 ảnh






8 tháng trước
Nhiều mẫu mã đẹp. Anh chủ tư vấn nhiệt tình, chắc chắn sẽ ghé lại tiệm nhiều lần nữa

1

Chia sẻ","Nhiều mẫu mã đẹp. Anh chủ tư vấn nhiệt tình, chắc chắn sẽ ghé lại tiệm nhiều lần nữa",5.0,8 tháng trước,google_maps,2026-03-14 08:35:20
109,29,"ngoc Ga
5 bài đánh giá






3 tháng trước
Không biết bên mình có dịch vụ đổi bath thái ko ạ

Thích

Chia sẻ",Không biết bên mình có dịch vụ đổi bath thái ko ạ,3.0,3 tháng trước,google_maps,2026-03-14 08:35:20
110,30,"Minh ngoc Tran
2 bài đánh giá · 2 ảnh






một tháng trước
Trải nghiệm mua sắm của tôi tại PNJ chi nhánh Núi Thành thật sự rất tệ.
Vào khoảng 19h ngày 29/01, tôi đến cửa hàng với nhu cầu mua nhẫn nhưng đã bị nhân viên đối xử không đúng với tiêu chuẩn dịch vụ mà PNJ luôn quảng bá.

Nhân viên liên tục nhắc lại rằng “nhẫn trưng bày ở đây có giá từ 6 triệu”, thậm chí không cho tôi xem sản phẩm dù tôi có nhu cầu mua rõ ràng. Cách ứng xử này khiến tôi cảm thấy bị đánh giá và không được tôn trọng với tư cách là khách hàng.

Tôi thật sự thắc mắc rằng vai trò của nhân viên tại PNJ là gì nếu không phải là tư vấn và hỗ trợ khách hàng một cách chuyên nghiệp.

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu một tháng trước
PNJ 455 Núi Thành chân thành xin lỗi Quý khách vì trải nghiệm chưa tốt tại cửa hàng vào tối ngày 29/01. Những chia sẻ của Quý khách là điều mà PNJ rất lấy làm tiếc, bởi chúng tôi luôn đặt sự tôn trọng và hài lòng của khách hàng làm ưu tiên hàng đầu.
Hành vi ứng xử mà Quý khách phản ánh rõ ràng không phù hợp với tiêu chuẩn dịch vụ và giá trị cốt lõi mà PNJ luôn cam kết. Nhân viên PNJ có trách nhiệm tư vấn, hỗ trợ và tạo điều kiện để khách hàng được trải nghiệm sản phẩm một cách đầy đủ, minh bạch, không phân biệt hay đánh giá dưới bất kỳ hình thức nào.
PNJ đã ghi nhận sự việc và sẽ tiến hành rà soát, chấn chỉnh lại quy trình phục vụ cũng như thái độ của đội ngũ nhân viên tại cửa hàng để tránh những trường hợp tương tự xảy ra trong tương lai.
Chúng tôi rất mong có cơ hội được liên hệ trực tiếp để lắng nghe thêm ý kiến của Quý khách và gửi lời xin lỗi một cách trọn vẹn hơn. PNJ trân trọng cảm ơn Quý khách đã thẳng thắn đóng góp ý kiến để chúng tôi hoàn thiện chất lượng dịch vụ mỗi ngày.
Trân trọng,
PNJ 455 Núi Thành Đà Nẵng","Trải nghiệm mua sắm của tôi tại PNJ chi nhánh Núi Thành thật sự rất tệ.
Vào khoảng 19h ngày 29/01, tôi đến cửa hàng với nhu cầu mua nhẫn nhưng đã bị nhân viên đối xử không đúng với tiêu chuẩn dịch vụ mà PNJ luôn quảng bá.

Nhân viên liên tục nhắc lại rằng “nhẫn trưng bày ở đây có giá từ 6 triệu”, thậm chí không cho tôi xem sản phẩm dù tôi có nhu cầu mua rõ ràng. Cách ứng xử này khiến tôi cảm thấy bị đánh giá và không được tôn trọng với tư cách là khách hàng.

Tôi thật sự thắc mắc rằng vai trò của nhân viên tại PNJ là gì nếu không phải là tư vấn và hỗ trợ khách hàng một cách chuyên nghiệp.",3.0,một tháng trước,google_maps,2026-03-14 08:35:25
111,30,"Minh ngoc Tran
2 bài đánh giá · 2 ảnh






một tháng trước
Trải nghiệm mua sắm của tôi tại PNJ chi nhánh Núi Thành thật sự rất tệ.
Vào khoảng 19h ngày 29/01, tôi đến cửa hàng với nhu cầu mua nhẫn nhưng đã bị nhân viên đối xử không đúng với tiêu chuẩn dịch vụ mà PNJ luôn quảng bá.

Nhân viên liên tục nhắc lại rằng “nhẫn trưng bày ở đây có giá từ 6 triệu”, thậm chí không cho tôi xem sản phẩm dù tôi có nhu cầu mua rõ ràng. Cách ứng xử này khiến tôi cảm thấy bị đánh giá và không được tôn trọng với tư cách là khách hàng.

Tôi thật sự thắc mắc rằng vai trò của nhân viên tại PNJ là gì nếu không phải là tư vấn và hỗ trợ khách hàng một cách chuyên nghiệp.

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu một tháng trước
PNJ 455 Núi Thành chân thành xin lỗi Quý khách vì trải nghiệm chưa tốt tại cửa hàng vào tối ngày 29/01. Những chia sẻ của Quý khách là điều mà PNJ rất lấy làm tiếc, bởi chúng tôi luôn đặt sự tôn trọng và hài lòng của khách hàng làm ưu tiên hàng đầu.
Hành vi ứng xử mà Quý khách phản ánh rõ ràng không phù hợp với tiêu chuẩn dịch vụ và giá trị cốt lõi mà PNJ luôn cam kết. Nhân viên PNJ có trách nhiệm tư vấn, hỗ trợ và tạo điều kiện để khách hàng được trải nghiệm sản phẩm một cách đầy đủ, minh bạch, không phân biệt hay đánh giá dưới bất kỳ hình thức nào.
PNJ đã ghi nhận sự việc và sẽ tiến hành rà soát, chấn chỉnh lại quy trình phục vụ cũng như thái độ của đội ngũ nhân viên tại cửa hàng để tránh những trường hợp tương tự xảy ra trong tương lai.
Chúng tôi rất mong có cơ hội được liên hệ trực tiếp để lắng nghe thêm ý kiến của Quý khách và gửi lời xin lỗi một cách trọn vẹn hơn. PNJ trân trọng cảm ơn Quý khách đã thẳng thắn đóng góp ý kiến để chúng tôi hoàn thiện chất lượng dịch vụ mỗi ngày.
Trân trọng,
PNJ 455 Núi Thành Đà Nẵng","Trải nghiệm mua sắm của tôi tại PNJ chi nhánh Núi Thành thật sự rất tệ.
Vào khoảng 19h ngày 29/01, tôi đến cửa hàng với nhu cầu mua nhẫn nhưng đã bị nhân viên đối xử không đúng với tiêu chuẩn dịch vụ mà PNJ luôn quảng bá.

Nhân viên liên tục nhắc lại rằng “nhẫn trưng bày ở đây có giá từ 6 triệu”, thậm chí không cho tôi xem sản phẩm dù tôi có nhu cầu mua rõ ràng. Cách ứng xử này khiến tôi cảm thấy bị đánh giá và không được tôn trọng với tư cách là khách hàng.

Tôi thật sự thắc mắc rằng vai trò của nhân viên tại PNJ là gì nếu không phải là tư vấn và hỗ trợ khách hàng một cách chuyên nghiệp.",3.0,một tháng trước,google_maps,2026-03-14 08:35:25
112,30,"Công Nguyễn
Local Guide · 377 bài đánh giá · 1.267 ảnh






11 tháng trước
Cơ sở rộng rãi, nhân viên nhiệt tình, chuyên nghiệp. Thu mua lại vàng k có bao nhựa của công ty sẽ hơi lâu do phải đánh tuổi!
0:19

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 11 tháng trước
Cảm ơn bạn đã mua sắm tại PNJ và để lại cho chúng tôi một đánh giá tuyệt vời như vậy. Chúng tôi rất vui khi biết bạn hài lòng với chất lượng dịch vụ và sản phẩm của PNJ. PNJ sẽ luôn cố gắng hết sức để cung cấp dịch vụ tốt hơn cho khách hàng mỗi ngày.
Hẹn gặp lại bạn vào một ngày gần nhất!","Cơ sở rộng rãi, nhân viên nhiệt tình, chuyên nghiệp. Thu mua lại vàng k có bao nhựa của công ty sẽ hơi lâu do phải đánh tuổi!",5.0,11 tháng trước,google_maps,2026-03-14 08:35:25
113,30,"Công Nguyễn
Local Guide · 377 bài đánh giá · 1.267 ảnh






11 tháng trước
Cơ sở rộng rãi, nhân viên nhiệt tình, chuyên nghiệp. Thu mua lại vàng k có bao nhựa của công ty sẽ hơi lâu do phải đánh tuổi!
0:19

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 11 tháng trước
Cảm ơn bạn đã mua sắm tại PNJ và để lại cho chúng tôi một đánh giá tuyệt vời như vậy. Chúng tôi rất vui khi biết bạn hài lòng với chất lượng dịch vụ và sản phẩm của PNJ. PNJ sẽ luôn cố gắng hết sức để cung cấp dịch vụ tốt hơn cho khách hàng mỗi ngày.
Hẹn gặp lại bạn vào một ngày gần nhất!","Cơ sở rộng rãi, nhân viên nhiệt tình, chuyên nghiệp. Thu mua lại vàng k có bao nhựa của công ty sẽ hơi lâu do phải đánh tuổi!",5.0,11 tháng trước,google_maps,2026-03-14 08:35:25
114,30,"Quỳnh Như
8 bài đánh giá · 5 ảnh






4 tháng trước
Cửa hàng sạch sẽ, sáng bóng, nhìn món nào cũng muốn rinh về. Dịch vụ chuyên nghiệp và nhanh gọn.
Trang sức đẹp, tinh xảo, giá hợp lý so với chất lượng.
Mua hàng ở PNJ luôn yên tâm, có bảo hành rõ ràng và chăm sóc khách hàng chu đáo.

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu một tháng trước
Cảm ơn quý khách đã dành thời gian để đánh giá sản phẩm/dịch vụ của cửa hàng.
PNJ thật sự rất vui khi biết rằng quý khách hài lòng với trải nghiệm của mình. Phản hồi của quý khách là động lực rất lớn cho tập thể cửa hàng PNJ 455 Núi Thành Đà Nẵng cố gắng phát huy để phục vụ khách hàng ngày càng tốt hơn.
Rất hy vọng PNJ sẽ có cơ hội được đồng hành cùng quý khách trong tương lai!
Chúc quý khách một ngày tốt lành!
PNJ 455 Núi Thành Đà Nẵng","Cửa hàng sạch sẽ, sáng bóng, nhìn món nào cũng muốn rinh về. Dịch vụ chuyên nghiệp và nhanh gọn.
Trang sức đẹp, tinh xảo, giá hợp lý so với chất lượng.
Mua hàng ở PNJ luôn yên tâm, có bảo hành rõ ràng và chăm sóc khách hàng chu đáo.",5.0,4 tháng trước,google_maps,2026-03-14 08:35:25
115,31,"Bảnh Lỏỏ
1 bài đánh giá






5 tháng trước
Các bạn nhân viên tư vấn rất dễ thương và chu đáo. Thanh toán chuyển khoản nhanh gọn lẹ. Tiệm về nhiều mẫu mã trendy và là địa chỉ tin cậy của bản thân trong 10 năm qua. 👍 …

Thích

Chia sẻ",Các bạn nhân viên tư vấn rất dễ thương và chu đáo. Thanh toán chuyển khoản nhanh gọn lẹ. Tiệm về nhiều mẫu mã trendy và là địa chỉ tin cậy của bản thân trong 10 năm qua. 👍 …,5.0,5 tháng trước,google_maps,2026-03-14 08:35:29
116,31,"Bảnh Lỏỏ
1 bài đánh giá






5 tháng trước
Các bạn nhân viên tư vấn rất dễ thương và chu đáo. Thanh toán chuyển khoản nhanh gọn lẹ. Tiệm về nhiều mẫu mã trendy và là địa chỉ tin cậy của bản thân trong 10 năm qua. 👍 …

Thích

Chia sẻ",Các bạn nhân viên tư vấn rất dễ thương và chu đáo. Thanh toán chuyển khoản nhanh gọn lẹ. Tiệm về nhiều mẫu mã trendy và là địa chỉ tin cậy của bản thân trong 10 năm qua. 👍 …,5.0,5 tháng trước,google_maps,2026-03-14 08:35:29
117,31,"Khánhh
2 bài đánh giá






5 tháng trước
Tiệm vàng này mình và gia đình đã mua nhiêu lần. Nhân viên tư vấn rất nhiệt tình và thân thiện. Nếu hỏi mình có quay lại tiệm mua tiếp không thì chắc chắn là có, mãi ủng hộ

Thích

Chia sẻ","Tiệm vàng này mình và gia đình đã mua nhiêu lần. Nhân viên tư vấn rất nhiệt tình và thân thiện. Nếu hỏi mình có quay lại tiệm mua tiếp không thì chắc chắn là có, mãi ủng hộ",5.0,5 tháng trước,google_maps,2026-03-14 08:35:29
118,31,"Khánhh
2 bài đánh giá






5 tháng trước
Tiệm vàng này mình và gia đình đã mua nhiêu lần. Nhân viên tư vấn rất nhiệt tình và thân thiện. Nếu hỏi mình có quay lại tiệm mua tiếp không thì chắc chắn là có, mãi ủng hộ

Thích

Chia sẻ","Tiệm vàng này mình và gia đình đã mua nhiêu lần. Nhân viên tư vấn rất nhiệt tình và thân thiện. Nếu hỏi mình có quay lại tiệm mua tiếp không thì chắc chắn là có, mãi ủng hộ",5.0,5 tháng trước,google_maps,2026-03-14 08:35:29
119,31,"Hải Dương Nguyễn
2 bài đánh giá






2 tháng trước
Rất ưng ý với sản phẩm tại Phúc Huy. Nhân viên tư vấn dễ chịu và giúp mình chọn được món đồ đẹp

Thích

Chia sẻ",Rất ưng ý với sản phẩm tại Phúc Huy. Nhân viên tư vấn dễ chịu và giúp mình chọn được món đồ đẹp,5.0,2 tháng trước,google_maps,2026-03-14 08:35:29
120,32,"Xuan D
Local Guide · 18 bài đánh giá · 17 ảnh






2 tuần trước
MỚI
Một thương hiệu lớn như DOJI mà đào tạo nhân viên vừa tư vấn nói chuyện với khách vừa cắn hạt dưa nhã bẹt bẹt. Vuýp 😉
13h5 25/2/2026 …

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 2 tuần trước
Kính chào Quý khách hàng,
DOJI rất xin lỗi Quý khách vì trải nghiệm chưa được như mong muốn.
Quý khách vui lòng để lại thông tin liên hệ (số điện thoại/email) hoặc liên hệ với DOJI theo Hotline (miễn phí): 1800 1168/ Email: cskh@doji.vn để DOJI có thể kịp thời hỗ trợ.
DOJI rất mong có cơ hội tiếp tục được phục vụ Quý khách trong thời gian tới!","Một thương hiệu lớn như DOJI mà đào tạo nhân viên vừa tư vấn nói chuyện với khách vừa cắn hạt dưa nhã bẹt bẹt. Vuýp 😉
13h5 25/2/2026 …",1.0,2 tuần trước,google_maps,2026-03-14 08:35:33
121,32,"Xuan D
Local Guide · 18 bài đánh giá · 17 ảnh






2 tuần trước
MỚI
Một thương hiệu lớn như DOJI mà đào tạo nhân viên vừa tư vấn nói chuyện với khách vừa cắn hạt dưa nhã bẹt bẹt. Vuýp 😉
13h5 25/2/2026 …

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 2 tuần trước
Kính chào Quý khách hàng,
DOJI rất xin lỗi Quý khách vì trải nghiệm chưa được như mong muốn.
Quý khách vui lòng để lại thông tin liên hệ (số điện thoại/email) hoặc liên hệ với DOJI theo Hotline (miễn phí): 1800 1168/ Email: cskh@doji.vn để DOJI có thể kịp thời hỗ trợ.
DOJI rất mong có cơ hội tiếp tục được phục vụ Quý khách trong thời gian tới!","Một thương hiệu lớn như DOJI mà đào tạo nhân viên vừa tư vấn nói chuyện với khách vừa cắn hạt dưa nhã bẹt bẹt. Vuýp 😉
13h5 25/2/2026 …",1.0,2 tuần trước,google_maps,2026-03-14 08:35:33
122,32,"Giang Lê
2 bài đánh giá · 1 ảnh






4 tháng trước
Vào hỏi mua nhẫn vàng 24k 1c và nhẫn trang sức. Nhẫn 24k thì hết hàng còn trang sức thì đang chưa ưng. Đi ra nhân viên nói đốt phong long :)))  17h35 ngày 11 tháng 11 năm 2025

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 4 tháng trước
Kính chào Quý khách hàng,
DOJI rất xin lỗi Quý khách vì trải nghiệm chưa được như mong muốn.
Quý khách vui lòng để lại thông tin liên hệ (số điện thoại/email) hoặc liên hệ với DOJI theo Hotline (miễn phí): 1800 1168/ Email: cskh@doji.vn để DOJI có thể kịp thời hỗ trợ.
DOJI rất mong có cơ hội tiếp tục được phục vụ Quý khách trong thời gian tới!",Vào hỏi mua nhẫn vàng 24k 1c và nhẫn trang sức. Nhẫn 24k thì hết hàng còn trang sức thì đang chưa ưng. Đi ra nhân viên nói đốt phong long :)))  17h35 ngày 11 tháng 11 năm 2025,2.0,4 tháng trước,google_maps,2026-03-14 08:35:33
123,32,"Giang Lê
2 bài đánh giá · 1 ảnh






4 tháng trước
Vào hỏi mua nhẫn vàng 24k 1c và nhẫn trang sức. Nhẫn 24k thì hết hàng còn trang sức thì đang chưa ưng. Đi ra nhân viên nói đốt phong long :)))  17h35 ngày 11 tháng 11 năm 2025

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 4 tháng trước
Kính chào Quý khách hàng,
DOJI rất xin lỗi Quý khách vì trải nghiệm chưa được như mong muốn.
Quý khách vui lòng để lại thông tin liên hệ (số điện thoại/email) hoặc liên hệ với DOJI theo Hotline (miễn phí): 1800 1168/ Email: cskh@doji.vn để DOJI có thể kịp thời hỗ trợ.
DOJI rất mong có cơ hội tiếp tục được phục vụ Quý khách trong thời gian tới!",Vào hỏi mua nhẫn vàng 24k 1c và nhẫn trang sức. Nhẫn 24k thì hết hàng còn trang sức thì đang chưa ưng. Đi ra nhân viên nói đốt phong long :)))  17h35 ngày 11 tháng 11 năm 2025,2.0,4 tháng trước,google_maps,2026-03-14 08:35:33
124,32,"Như Trần
3 bài đánh giá · 3 ảnh






2 tuần trước
MỚI
Nhân viên nhiệt tình, thân thiện

Thích

Chia sẻ","Nhân viên nhiệt tình, thân thiện",5.0,2 tuần trước,google_maps,2026-03-14 08:35:33
125,33,"Vy Phạm
2 bài đánh giá · 3 ảnh






4 tháng trước
Chị nhân viên siuu nhiệt tình dễ thương luon í >< . Trang sức của p thì đẹp khỏi nói luôn . Rcm chi nhánh này dễ thương quass

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 4 tháng trước
Mến chào Quý khách,
Cảm ơn Quý khách đã tin tưởng và ủng hộ PNJ. PNJ rất mong được tiếp tục phục vụ Quý khách trong thời gian tới.
Xin chân thành cảm ơn!",Chị nhân viên siuu nhiệt tình dễ thương luon í >< . Trang sức của p thì đẹp khỏi nói luôn . Rcm chi nhánh này dễ thương quass,5.0,4 tháng trước,google_maps,2026-03-14 08:35:38
126,33,"Vy Phạm
2 bài đánh giá · 3 ảnh






4 tháng trước
Chị nhân viên siuu nhiệt tình dễ thương luon í >< . Trang sức của p thì đẹp khỏi nói luôn . Rcm chi nhánh này dễ thương quass

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 4 tháng trước
Mến chào Quý khách,
Cảm ơn Quý khách đã tin tưởng và ủng hộ PNJ. PNJ rất mong được tiếp tục phục vụ Quý khách trong thời gian tới.
Xin chân thành cảm ơn!",Chị nhân viên siuu nhiệt tình dễ thương luon í >< . Trang sức của p thì đẹp khỏi nói luôn . Rcm chi nhánh này dễ thương quass,5.0,4 tháng trước,google_maps,2026-03-14 08:35:38
127,33,"Game Hot
1 bài đánh giá · 1 ảnh






3 tháng trước
Em cảm ơn chị Linh, chị Dung, chị Cúc rất nhiều, chị nào cũng xinh đẹp, nhiệt tình và vui vẻ với khách hàng, em sẽ ủng hộ cửa hàng thật nhiều vì 3 chị yêu dấu ạ

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 3 tháng trước
Mến chào Quý khách,
Cảm ơn Quý khách đã tin tưởng và ủng hộ PNJ. PNJ rất mong được tiếp tục phục vụ Quý khách trong thời gian tới.
Xin chân thành cảm ơn","Em cảm ơn chị Linh, chị Dung, chị Cúc rất nhiều, chị nào cũng xinh đẹp, nhiệt tình và vui vẻ với khách hàng, em sẽ ủng hộ cửa hàng thật nhiều vì 3 chị yêu dấu ạ",5.0,3 tháng trước,google_maps,2026-03-14 08:35:38
128,33,"Game Hot
1 bài đánh giá · 1 ảnh






3 tháng trước
Em cảm ơn chị Linh, chị Dung, chị Cúc rất nhiều, chị nào cũng xinh đẹp, nhiệt tình và vui vẻ với khách hàng, em sẽ ủng hộ cửa hàng thật nhiều vì 3 chị yêu dấu ạ

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 3 tháng trước
Mến chào Quý khách,
Cảm ơn Quý khách đã tin tưởng và ủng hộ PNJ. PNJ rất mong được tiếp tục phục vụ Quý khách trong thời gian tới.
Xin chân thành cảm ơn","Em cảm ơn chị Linh, chị Dung, chị Cúc rất nhiều, chị nào cũng xinh đẹp, nhiệt tình và vui vẻ với khách hàng, em sẽ ủng hộ cửa hàng thật nhiều vì 3 chị yêu dấu ạ",5.0,3 tháng trước,google_maps,2026-03-14 08:35:38
129,33,"Nguyen Tuan Phong
Local Guide · 9 bài đánh giá · 19 ảnh






2 tuần trước
MỚI
Mình đã mua quà tặng vợ nhiều lần tại đây, nhân viên tư vấn Hạnh rất nhiệt tình và am hiểu nhiều dòng sản phẩm theo đúng nhu cầu của mình, mình luôn tin tưởng và trao niềm tin cho cửa hàng!

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 2 tuần trước
Mến chào Quý khách,
Cảm ơn Quý khách đã tin tưởng và ủng hộ PNJ. PNJ rất mong được tiếp tục phục vụ Quý khách trong thời gian tới.
Xin chân thành cảm ơn","Mình đã mua quà tặng vợ nhiều lần tại đây, nhân viên tư vấn Hạnh rất nhiệt tình và am hiểu nhiều dòng sản phẩm theo đúng nhu cầu của mình, mình luôn tin tưởng và trao niềm tin cho cửa hàng!",5.0,2 tuần trước,google_maps,2026-03-14 08:35:38
130,34,"Ford Eden
Local Guide · 97 bài đánh giá · 116 ảnh






một năm trước
Mình vừa mua một chiếc vòng đeo cổ tại Hạnh Hòa và rất hài lòng với trải nghiệm ở đây. Cửa hàng có nhiều mẫu mã đẹp, thiết kế tinh tế và hợp xu hướng. Chất lượng sản phẩm tốt, gia công tỉ mỉ, đeo lên cảm giác rất chắc chắn và sang trọng.

Giá cả ở đây cũng rất hợp lý so với chất lượng. Nhân viên tư vấn nhiệt tình, hỗ trợ chọn mẫu phù hợp và không hề gây áp lực mua hàng. Nếu bạn đang tìm một địa chỉ uy tín để mua trang sức tại Đà Nẵng, Hạnh Hòa là một lựa chọn đáng cân nhắc.

Sẽ quay lại nếu có dịp!

1

Chia sẻ
Thông tin phản hồi từ chủ sở hữu một năm trước
Trân trọng cảm ơn anh, CH rất mong có dịp đón tiếp anh trong nhiều dịp khác.","Mình vừa mua một chiếc vòng đeo cổ tại Hạnh Hòa và rất hài lòng với trải nghiệm ở đây. Cửa hàng có nhiều mẫu mã đẹp, thiết kế tinh tế và hợp xu hướng. Chất lượng sản phẩm tốt, gia công tỉ mỉ, đeo lên cảm giác rất chắc chắn và sang trọng.

Giá cả ở đây cũng rất hợp lý so với chất lượng. Nhân viên tư vấn nhiệt tình, hỗ trợ chọn mẫu phù hợp và không hề gây áp lực mua hàng. Nếu bạn đang tìm một địa chỉ uy tín để mua trang sức tại Đà Nẵng, Hạnh Hòa là một lựa chọn đáng cân nhắc.

Sẽ quay lại nếu có dịp!",5.0,một năm trước,google_maps,2026-03-14 08:35:42
131,34,"Ford Eden
Local Guide · 97 bài đánh giá · 116 ảnh






một năm trước
Mình vừa mua một chiếc vòng đeo cổ tại Hạnh Hòa và rất hài lòng với trải nghiệm ở đây. Cửa hàng có nhiều mẫu mã đẹp, thiết kế tinh tế và hợp xu hướng. Chất lượng sản phẩm tốt, gia công tỉ mỉ, đeo lên cảm giác rất chắc chắn và sang trọng.

Giá cả ở đây cũng rất hợp lý so với chất lượng. Nhân viên tư vấn nhiệt tình, hỗ trợ chọn mẫu phù hợp và không hề gây áp lực mua hàng. Nếu bạn đang tìm một địa chỉ uy tín để mua trang sức tại Đà Nẵng, Hạnh Hòa là một lựa chọn đáng cân nhắc.

Sẽ quay lại nếu có dịp!

1

Chia sẻ
Thông tin phản hồi từ chủ sở hữu một năm trước
Trân trọng cảm ơn anh, CH rất mong có dịp đón tiếp anh trong nhiều dịp khác.","Mình vừa mua một chiếc vòng đeo cổ tại Hạnh Hòa và rất hài lòng với trải nghiệm ở đây. Cửa hàng có nhiều mẫu mã đẹp, thiết kế tinh tế và hợp xu hướng. Chất lượng sản phẩm tốt, gia công tỉ mỉ, đeo lên cảm giác rất chắc chắn và sang trọng.

Giá cả ở đây cũng rất hợp lý so với chất lượng. Nhân viên tư vấn nhiệt tình, hỗ trợ chọn mẫu phù hợp và không hề gây áp lực mua hàng. Nếu bạn đang tìm một địa chỉ uy tín để mua trang sức tại Đà Nẵng, Hạnh Hòa là một lựa chọn đáng cân nhắc.

Sẽ quay lại nếu có dịp!",5.0,một năm trước,google_maps,2026-03-14 08:35:42
132,34,"Xích Quỷ Quốc
11 bài đánh giá






3 tháng trước
Mình có vào xem thử thấy hoàng tráng quá, nhạc nghe rất hay, cho mình hỏi hôm qua bật nhạc gì vậy ạ, mình muốn xin tên bài hát, hay là có playlist nhạc nào cho mình xin với, cho mình xin lịch sử bật nhạc hôm qua được không, mình tìm YouTube mà không ra nhạc tiếng Anh hôm qua

Thích

Chia sẻ","Mình có vào xem thử thấy hoàng tráng quá, nhạc nghe rất hay, cho mình hỏi hôm qua bật nhạc gì vậy ạ, mình muốn xin tên bài hát, hay là có playlist nhạc nào cho mình xin với, cho mình xin lịch sử bật nhạc hôm qua được không, mình tìm YouTube mà không ra nhạc tiếng Anh hôm qua",5.0,3 tháng trước,google_maps,2026-03-14 08:35:42
133,34,"Xích Quỷ Quốc
11 bài đánh giá






3 tháng trước
Mình có vào xem thử thấy hoàng tráng quá, nhạc nghe rất hay, cho mình hỏi hôm qua bật nhạc gì vậy ạ, mình muốn xin tên bài hát, hay là có playlist nhạc nào cho mình xin với, cho mình xin lịch sử bật nhạc hôm qua được không, mình tìm YouTube mà không ra nhạc tiếng Anh hôm qua

Thích

Chia sẻ","Mình có vào xem thử thấy hoàng tráng quá, nhạc nghe rất hay, cho mình hỏi hôm qua bật nhạc gì vậy ạ, mình muốn xin tên bài hát, hay là có playlist nhạc nào cho mình xin với, cho mình xin lịch sử bật nhạc hôm qua được không, mình tìm YouTube mà không ra nhạc tiếng Anh hôm qua",5.0,3 tháng trước,google_maps,2026-03-14 08:35:42
